Flight Index,Delay (seconds)
CA1310,0
MU5545,0
CZ6579,0
IJ101,0
LT6619,0
MU6453,0
CA2601,0
CZ6221,0
EU2713,0
G54525,0
MU2671,0
MF8687,0
CZ3673,6788
MU5043,0
GS7834,0
MF8655,0
AK270,0
KE827,5323
BR707,0
CZ6861,0
MF8369,0
CZ5331,0
GS7622,0
CA4186,0
CZ6245,0
HO1379,0
PN6349,0
KN5916,11333
CA923,14322
EU1937,0
MU5483,12999
MU5705,0
3U8961,0
KN5717,0
ZH9207,0
MU6319,0
NS8061,0
NS3263,0
CA4461,0
CZ8937,0
FM9447,0
HO1715,0
CZ362,0
3U6918,0
FM9435,0
CZ3387,8780
CZ6711,0
MF8029,0
SC4873,0
CZ3091,0
JD5306,0
CA1932,170
KE2229,0
GJ8199,0
MU9623,0
CZ6645,2860
CZ8545,0
HU7004,0
CZ3286,0
MU5787,0
CZ5347,11597
HU7382,0
MU6333,0
MU5752,0
CZ3963,0
CZ368,13559
MU6489,0
MU5953,18334
ZH9320,0
GA898,0
SC1173,0
CA1431,0
MU9063,0
CA158,9867
KE819,0
CA118,5479
CZ6810,0
MU2294,0
EU2758,0
G52885,8247
KN5279,0
MF8519,0
MU5841,0
CZ6219,0
G52901,0
CA8648,221
CZ8822,0
CZ683,0
CA2533,0
MU2811,0
HO1145,0
CA1808,0
GX7869,0
CZ3667,0
CZ6077,0
HO1119,10507
HU7559,0
8L9611,0
HU7181,0
CA1640,0
CA1421,0
CZ3839,0
DR6552,0
CA4397,0
CA2654,0
HO1021,0
MU5879,0
JL87,0
UQ3595,0
MU6537,0
CZ324,0
CZ6341,0
BK2847,0
8L9978,0
DZ6309,0
3U3193,15126
CZ6803,0
MU2683,0
9C6703,0
MU5101,0
MF8269,13406
CZ6177,0
CA2813,9923
MU9769,0
CZ8891,0
CZ3731,0
EU1941,0
MU6449,15703
3U3161,0
CZ8738,0
MF8791,0
CZ5779,0
3U3345,0
CZ6576,11781
8L9952,0
CA4523,0
RY6611,0
3U6731,0
CZ6410,8134
3U8731,0
MU9805,0
MU9609,0
CA1218,13094
NS3287,0
MU9669,0
HO1055,0
GS7615,3231
CZ3075,0
MU5973,0
BK3161,0
Y87511,0
MU5977,0
HU7268,0
SC4601,0
MU551,0
MU9601,0
MU2044,0
MU5497,0
MU2383,3425
MU9925,0
CZ3237,0
CZ3108,4642
CZ3701,0
QW6007,0
CZ372,0
CZ3465,0
EU2000,0
FM9061,14825
CZ3523,0
KN5978,0
UO227,0
ZH9436,11241
GS6595,0
NS3503,0
ZH9987,0
ZH8733,0
HO1377,0
GS7561,0
CZ6403,0
CA1257,0
CZ6727,0
CZ6357,0
MU2501,0
3U8710,0
MU6521,0
MU2359,0
MU511,6465
SC8812,0
8L9988,0
MU2316,7038
CZ8814,0
CZ6401,0
ZH9369,0
GS7415,3334
CZ5135,0
SC8859,0
MU5609,0
CZ6231,0
CZ6655,16039
G52813,0
ZH9826,0
MU9970,0
ZH9251,0
MF8429,0
CZ6014,0
TV9873,0
SC8837,0
SC4622,0
MU6927,0
FM9303,0
MF8769,0
MU5990,4389
GS7839,0
MU5921,0
CA1846,12232
9C6859,0
CZ644,0
GS7981,0
HU7425,12573
EU2245,0
CZ3220,0
HX129,0
CA1749,0
8L9665,0
CZ5945,0
CZ6161,0
3U6880,0
CA2673,0
CA8519,0
9C8513,0
JL80,0
CA103,0
CA1643,0
3U6975,0
MF853,0
NX172,0
MF855,0
AK1520,0
HU7097,0
MF8231,0
MF8527,0
FM9473,0
SC8703,0
9C6258,0
G52709,0
MU6735,7367
SC2267,0
9C8951,0
CA1526,0
CZ3519,0
MU5437,0
MU9979,0
SC2265,3742
MU5957,0
HU7939,0
CZ366,0
CA2767,0
DD3110,0
FM9211,0
KY8245,0
GY7101,0
CZ6441,0
MF8083,0
CZ3785,0
3U8757,0
CZ5755,0
3U3713,8611
CZ6459,0
G52601,0
9C6733,0
NX7,0
TV6013,0
CZ6204,0
MU2163,0
AQ1531,0
MF8247,0
HO1137,0
CZ6894,0
EU2217,0
JD5930,6770
MU5828,0
MU5941,0
FM922T,0
CA8351,0
ZH9428,0
9D5673,0
KY3131,0
3U6859,0
GS6643,0
9D5671,0
CA9644,0
GS6463,0
9C8958,0
HX497,13487
MU9572,0
SC4799,0
K6668,0
SC8891,4348
MU6350,0
MF8532,0
FU6509,0
9C6662,0
FM9365,0
MF8818,0
CA1791,0
MU7617,0
CZ6919,0
MU6839,0
MU2209,0
EU2865,0
MU6496,16895
CA1382,0
HU7802,0
CZ5377,0
ZH9954,0
JD5601,0
9C8755,0
GS6681,0
ZH8315,0
MF8164,15022
OZ369,0
MU5948,0
MU5505,0
CZ6259,0
CZ3843,0
JD5991,0
CZ6886,0
MU5518,0
HO1781,0
CZ6672,0
HO1391,0
PN6303,15903
MU5727,0
CZ3089,0
G52923,0
MF8387,15059
CZ6465,5176
HU7963,0
ZH9859,14018
SC7634,0
CZ872Y,0
FM9395,9891
MU6157,0
QW9853,0
CZ602,0
G54014,0
ZH9891,0
CZ3221,0
MU5453,0
RY8939,0
SC4091,0
MU5251,0
CZ6965,0
SC4836,0
8L9887,0
HU7259,0
DZ6239,15624
JD5531,7411
HU7801,0
CA1501,0
CZ6639,11258
CA1350,0
MU5993,0
CZ6273,0
HX221,2320
CZ6229,0
MU2408,3356
MF8872,12044
CZ685,0
9C7422,4362
EU1847,0
EU2287,0
GT1013,277
ZH8501,0
Y87527,0
CZ3277,0
SQ850,0
AQ1321,0
GX8965,0
CZ6651,0
HO1007,0
CZ3911,0
HO1232,0
CA405,4035
ZH9823,0
GX8993,0
MU2996,0
CA1537,0
TV9956,9075
ZH9623,0
8L9956,0
MU9673,0
MF8504,0
HO1631,0
ZH8964,0
GJ8645,9884
ZH9566,0
GS6407,0
CZ6363,0
CZ8313,0
CZ8630,0
HU6115,0
9C7125,0
MF8454,0
MU9197,0
G54329,0
3U8981,0
CA1334,395
KE896,0
MU2707,0
DR6534,13790
MF8554,0
GS7894,0
CZ6390,0
MU5889,0
CA4319,0
MU5441,2212
CZ2879,7069
8L9997,1981
CA1706,0
8L9879,0
9C6845,0
G54381,0
3U8098,0
MU2234,0
GS7485,0
AQ1029,0
MF8113,0
JR1515,0
JD5391,2589
CA2709,0
CA185,0
CA8903,0
GJ8829,0
KY3091,0
OZ368,0
HU7871,0
GJ8981,0
CZ6317,14335
MU6273,0
CI501,0
CZ6595,2825
CA1771,0
MU6557,1803
3U3313,0
CZ8684,0
KN5729,0
CZ3590,4496
MU9671,0
MU9789,0
EU2283,0
HU7141,0
9C7139,0
CA1703,0
CZ6240,0
GJ8561,8806
MU5685,0
KE831,961
MU6919,0
CZ615,0
CZ6237,0
MF824,0
GS7671,0
FM9357,0
CZ3781,0
MF8323,0
ZH8433,5468
SC4731,0
GS7613,0
UQ2521,3779
HU7373,0
KY8269,0
3U6583,402
MF8405,0
HO1931,0
ZH9610,0
CZ3655,0
CZ6838,0
9C8791,0
MU6461,0
MU6353,0
CZ3125,0
CZ3909,0
CZ3767,0
CZ6199,0
MU541,0
UQ3561,0
TV6009,12216
CZ3055,1725
D7302,0
CA1697,0
CA8141,0
DR5345,0
CZ3621,15240
HU7462,0
MU6135,0
RY6679,0
MU2102,14966
MU6389,6575
CZ3467,0
MF8465,0
MU5697,0
TV6041,0
CA8623,0
ZH8299,0
ZH8649,0
MU2367,0
CA2998,0
QW6177,0
MU5701,0
GS7655,0
CZ5904,0
CA1331,17745
GJ8739,0
CZ3515,0
GX8915,0
EU2422,0
MU9049,12329
RY8961,0
ZH8776,0
CA1899,17360
CZ3463,0
CZ6936,0
JD5936,0
MU5959,0
CA1437,9169
KE865,7584
CZ3689,0
8L9617,0
MU2287,0
TV9849,0
CZ8764,0
ZH9501,3131
3U8765,0
MU9797,0
MU9777,0
NS3203,0
MU2547,4283
CZ3615,0
CZ2631,0
NS3223,0
MU5761,0
CZ5183,0
NS3301,0
NS8021,0
3U3179,0
MF8049,6642
9C7194,3570
MU2009,0
8L9701,0
CZ8621,0
TW685,0
NS8007,0
CZ8593,0
CZ3681,0
CA8665,0
SC4833,0
MF8740,5164
CA4125,0
NS3267,0
CZ6451,0
CA2845,0
MF8031,0
GS6560,0
G54493,8133
MU2743,0
ZH9362,0
JL20,9792
MF8139,0
ZH9901,0
GS7586,13251
OZ331,0
MU5246,0
FM9453,0
3U3297,3339
CA184,0
HO1717,391
MF887,7283
ZH9541,13126
CZ2702,0
MU5765,0
3U8125,0
CA1306,0
CZ6206,0
CZ6797,0
MU5426,2112
HU7401,0
ZH9945,0
MU5932,0
CZ3289,10864
9C6853,15105
MU5055,14193
MU2777,0
CA4255,0
CA8602,13980
G54949,0
CZ3521,0
MU579,0
HO2279,0
CZ3361,0
RY8923,8053
CZ3431,0
9C6139,0
MU549,0
CA1609,0
G52847,12550
ZH9671,6535
3U6861,0
CZ5859,0
CZ385,0
ZH9374,0
MU5401,0
MF8081,12533
8L9861,0
CA4515,0
MU2805,0
KN2379,0
SC8441,0
CZ3721,0
MU6488,0
3U3253,0
MU6417,0
SC2231,0
CA181,0
HU7867,0
CA725,15456
EU1802,0
MU2643,0
MU5289,0
9C8858,0
G54023,7902
CZ6871,0
MU9929,0
NS3607,0
CA1206,7189
HU7602,0
CA2851,0
HU7327,0
CZ8429,0
JD5207,0
GJ8735,0
EU2281,0
MU2784,0
CA2825,0
CZ5845,0
CX936,0
CA4131,0
9C8643,0
TV9931,0
CZ5131,6168
MU2217,0
JR1625,0
CX361,0
HU7587,0
HO1701,0
CZ353,1840
MU576,0
9C8701,0
HO2011,0
CZ3434,6601
EU1877,0
CZ3037,0
NH961,0
FM9207,0
8L9628,0
3U8213,4840
CA2713,0
HU7701,0
GS6459,0
CZ3304,0
VN522,0
HU7568,0
CA2609,0
CZ8812,0
SC2279,0
KN5752,9888
ZH8319,0
SC2288,0
Y87531,0
GX8803,0
GS6597,0
EU2813,0
9C6907,0
SC1169,0
CZ6671,0
OQ2095,0
MF8631,0
9C8554,0
MU2152,0
CA1433,0
MF871,0
GY7111,0
CZ6007,0
G54751,0
SC2130,12831
CA4337,0
MF8483,0
CA1389,0
3U8693,0
CZ3414,0
TV9847,0
CZ6812,0
CZ5319,0
BK2897,16258
CZ8829,2549
BK2931,0
HU7235,0
9C8521,0
CA2699,0
GS6581,11001
NS3215,0
FM9481,0
CZ6889,0
3U8989,8410
CZ8855,0
G52927,0
ZH8429,14359
MF8447,0
HU7837,0
MU2716,0
CZ6971,0
TV6084,0
KN2319,0
RY6641,15711
ZH9704,0
FM9463,0
MU5321,0
MU5071,0
PN6217,0
MU5102,0
9C6951,657
CZ627,0
CZ6132,0
MU5623,5574
MU2149,0
EU2425,0
OM223,3050
CZ6720,0
FM9123,0
CZ3495,0
HU485,0
3U6627,0
CZ3473,0
CA823Z,0
HU7187,0
EU2271,10849
MU9720,0
MU2269,0
FM9159,0
KN2375,0
CA2990,0
GJ8539,0
3U3904,0
DR5327,0
CZ2625,18011
CZ6675,0
3U8751,0
MU6813,0
ZH9235,0
MU6623,0
SC7949,0
MU5731,0
MU5613,0
HO1570,5597
G52679,0
CZ6433,0
HU7071,0
NX6,13024
9C6737,0
CZ2838,0
HU7603,0
CZ6313,0
NS8023,0
G52767,0
MU7603,0
CZ6667,0
ZH9601,14409
CZ6503,0
ZH8749,0
3U6483,0
CX917,3168
CZ6101,11265
CA4553,0
CZ6446,0
CZ6233,0
CZ3569,0
CA8657,12684
CZ3391,0
CZ5701,0
CZ6969,0
CA1820,0
CZ8924,0
HO2001,0
HU7519,0
ZH9729,1137
KN5302,0
KN5807,0
GS7601,0
HO1236,0
MU2195,0
ZH8173,14714
KY8253,0
MU9699,0
MF8073,0
7C8401,0
MF8259,13873
MU2661,14266
3U3459,0
HU7291,0
CA1540,8450
CZ3101,0
ZH9818,0
9H8327,0
SQ802,18230
HU7332,0
HU7898,0
CA1590,0
CA4549,0
CA820R,0
HU7627,0
SC7621,0
HU7145,0
MF8123,0
CA2542,0
MU5398,3283
CZ3820,0
HO1621,0
3U3930,9374
MU9719,0
MU6539,0
MU721,0
CZ6169,0
G54331,0
CA4113,0
CZ3129,0
MF8090,0
GS7915,0
GJ8801,0
HU7342,0
CA8515,0
GJ8285,0
MU5015,0
TV9983,0
CZ5867,15571
CZ5726,0
3U8646,0
FM9097,9930
G54121,0
MU7062,0
MU5791,0
CZ3148,0
HU7433,0
PN6366,0
CZ8285,0
CZ2807,0
HO1160,0
CA1519,0
7C8501,0
MU5197,0
ZH9651,14474
CZ3863,0
CA1787,0
ZH9931,0
3U6674,0
GS7797,0
MU5525,0
FM9515,0
PN6407,0
9C8696,0
GJ8597,0
MF8306,17179
9C6363,0
MF8373,6316
CZ3198,0
CA821,0
CZ8029,1083
MU2779,0
HU7612,0
CZ3121,0
MU5955,0
A67149,0
TV6054,0
MU5809,0
HU7214,1001
HU7643,0
SC7610,0
CZ6865,0
GX8819,0
CA8631,0
MF8309,0
GA895,0
MU9914,0
CA4419,0
SC4997,0
G54014,899
PN6446,0
MU5105,0
ZH9723,0
MF8397,0
CA4392,0
MU2214,0
MF8595,0
EU1837,0
ZH8652,0
CA4344,291
HU7185,0
HU7639,5675
MU5194,0
CZ3192,8270
CZ3380,0
KY8245,0
EU1811,0
A67778,0
MU5662,0
GS7658,0
ZH9759,0
CZ6882,0
CZ3812,0
MF8362,0
CZ6384,0
CZ6214,0
KY3115,0
HU7171,12262
EU2426,0
DZ6204,0
CZ6126,0
MU9893,0
HO1259,0
ZH9321,0
ZH9085,0
GY7239,0
JD5671,0
MF8223,0
ZH9452,0
TV9917,0
CZ6800,0
G52886,0
MU2947,0
SC8701,13241
MU6564,0
CZ647,0
LT8821,0
GJ8021,0
AQ1325,0
HU7359,0
SC7629,0
MU2991,0
CA2802,6223
A67271,0
MU5306,0
MU5481,0
MU6511,0
ZH9893,0
QW9825,0
3U8862,0
SC2213,0
CA2869,0
CA2838,0
GS7615,0
8L9884,0
TR101,0
9C8810,0
HO1075,0
QW6055,0
9C6451,0
PN6357,0
7C8701,0
CZ6921,0
9C8881,0
HU6129,0
8L9563,0
CA4583,0
G54869,0
G52659,0
CZ6522,0
A67140,0
HO1089,1758
RY6612,0
G54209,0
GS7917,0
CZ2853,6374
CZ3534,0
HO2036,0
ZH9187,0
CZ6393,0
JD5329,4940
CZ8516,6563
BK2987,0
EU2859,0
MU7604,0
CZ6973,0
HU7011,5909
G54950,0
ZH9734,0
MU6820,0
CA1347,0
9H6032,0
MU5376,8962
HU7451,0
CZ3087,0
JL841,0
EU2939,0
CZ8831,0
CZ6440,0
G52737,14211
MF381,0
CA8658,0
MU5155,0
3U8090,0
GJ8787,6534
JD5845,0
3U8252,0
Y87588,0
AQ1621,0
TV9808,0
JD5629,135
PN6418,0
ZH9209,0
KN5902,0
MU2649,0
CZ6261,12568
CZ6073,0
MU5551,0
MU2176,1498
CZ3248,0
CX986,0
CA449,0
JD5646,0
MU5965,0
9C7636,0
3U3119,0
MF8524,0
SC1187,0
TV9806,0
MU2797,0
UQ2591,0
MF8134,0
TV9865,0
HO1147,0
9C6412,0
DR5084,718
CA1852,0
CZ6690,0
CZ8235,0
MU5335,0
3U3323,8381
MF8217,0
EU2252,0
MU9980,0
9C8738,3542
MU6895,0
SC4863,3794
HU6315,0
CZ3404,0
ZH8014,0
MU6835,0
HO1187,0
KN2659,0
GJ8711,0
SC2269,0
AQ1501,0
EU1938,0
3U3111,0
CZ3605,0
DR6522,3437
CA1708,0
GX2041,0
GJ8083,0
CZ3364,0
MF8241,0
KE2230,0
CZ6872,0
ZH8964,0
TV9955,0
GJ8823,0
3U8928,0
MF8371,0
CA1832,0
3U3609,0
CZ3992,0
CA4050,0
MU6253,0
HU7165,2916
CZ8562,0
HU7076,0
MU5142,0
PN6349,2951
GS7419,0
CZ2721,3319
DZ6246,0
G54313,0
3U6860,0
SC8038,0
MU5842,0
3U3595,5724
DR6552,0
SC7602,0
GS7439,0
TV9985,0
9C8671,0
JD5763,1503
MU5864,4534
CZ6415,0
MU5324,0
ZH9534,0
ZH8951,0
TW681,0
CA1500,0
GX8816,11230
CA4351,0
MU517,0
ZH9656,0
CZ6862,0
CA2900,0
CA2587,0
CA1147,0
JD562U,0
MU7727,0
FM9142,1921
CZ6901,0
9C8524,0
GS7833,15816
CZ5673,0
8L9555,0
AK113,0
CA823Z,0
MU6449,0
KY3132,4281
HU7663,0
3U8206,0
HO2055,0
BK3161,0
CA439,10296
3U8782,17197
HU7371,0
9H8352,0
CZ3953,0
SC7640,0
GS7823,0
GS7486,0
CZ382,0
GJ8182,0
3U6414,8145
QV816,0
GS7915,0
CA8229,0
CA4521,18295
MU2824,0
GY7127,0
KN2922,5142
9C6178,0
CA1330,0
MU775,0
HO1883,0
9H8327,0
MU5286,0
HU7722,0
CZ6665,0
MU5777,0
GY7106,0
CZ6637,0
ZH9838,0
CZ3396,14555
3U6769,0
CZ2726,0
AA127,0
CZ8805,0
CA2639,16297
HO1209,0
MF8502,13219
9C6777,0
MF8639,0
HU7874,2978
9C6265,0
BK2733,0
CZ8257,0
GX2026,0
CZ6463,0
MU6985,0
MU2134,0
3U8034,0
EU2297,0
CZ3159,0
8L9960,0
CZ3750,0
CZ8553,0
CA8195,0
QW6131,0
FU6653,0
MF8635,0
MU2392,7266
G52864,11637
MU6631,0
CZ3415,0
MU9078,0
G54440,0
MU2017,0
CZ6278,5379
3U3312,0
CZ6337,0
CA2660,0
FM9461,0
9H8366,0
FM9115,0
MF8421,12874
CA4364,0
G52813,0
CZ3816,0
KN5972,0
KY3028,0
KE805,4037
FM9138,0
CA2558,0
GJ8919,0
SC1182,0
MU6691,16345
3U6628,1591
MF8149,0
MU6418,0
FM819,0
QW6073,0
HO1182,0
JD5387,0
G54301,0
DR5317,0
MU9604,0
CA8156,10546
CA4120,0
CZ8626,0
CA2522,0
G5480Q,0
CA8605,0
3U3512,0
GY7257,0
HU7167,0
SC8423,0
MU2475,13524
9C7329,0
TG664,0
DZ6217,0
MU2580,0
CX954,0
3U3117,0
ZH9095,0
DL389,0
NX110,0
MF8092,0
FM9373,0
CZ6919,0
JD5236,0
EU2309,5826
G52787,0
9C8727,0
UQ2510,0
BX321,11542
DZ6257,0
MF8029,0
SC2122,0
G52675,0
MU6383,0
CA1591,0
MU2441,0
8L9521,0
JD5940,0
GJ8163,3488
CA8160,4762
CA1698,1854
HU7482,0
CZ3851,0
ZH8434,0
HO1719,0
3U3651,0
GJ8659,0
SC8436,0
GS7709,0
EU2887,0
MU9954,14830
ZH9349,7350
9C8785,0
3U3711,0
SC8406,0
SC4810,0
TG614,0
CZ6660,0
CA1445,0
TV9854,0
CA4462,0
8L9794,0
CA4530,0
GJ8134,0
3U3017,0
3U8197,8235
CA1335,0
GS7695,0
TV9873,0
CZ6655,0
8L9864,0
CZ5978,0
ZH8244,0
CA1738,0
G54017,0
ZH9861,0
MU6637,0
CA4347,0
CZ6878,0
GJ8811,0
QW9783,0
OZ332,5694
OS76,0
MU2355,1331
EK362,0
HO2045,0
MU5958,8356
MF8756,15280
CZ3258,0
GS7642,0
ZH9425,0
JD5881,0
HU7481,9868
KN5738,0
9D5673,0
CA1296,0
CZ8507,0
SC2303,0
ZH8749,0
DZ6297,0
CZ559U,16552
EU2733,0
9C8976,0
MU2790,0
FM9309,0
CA2549,0
HU7370,0
CZ5432,0
HU7077,0
MU5132,0
3U6516,0
CZ6776,0
CZ3131,0
CA1911,0
CZ6600,0
MU5657,11337
GJ8885,0
MU2153,0
CZ6895,0
RY6631,0
GY7140,0
CZ6367,0
FU6689,0
EU2801,0
AQ1473,0
MU5671,0
SC1194,0
CA1344,0
3U8628,0
CZ3626,0
8L9638,0
3U3159,0
GS7497,0
MU5470,6308
ZH9152,0
MU5406,3144
CA8662,0
SC7941,0
GS6407,0
G54526,2145
IJ214,0
MU6595,0
FM854,0
MU6295,0
MU5632,0
CZ6144,0
G52769,0
CA4374,0
SC4611,0
GX8877,0
8L9853,0
CA4107,5038
GX2045,10869
9C7134,2400
TR157,8254
EU1861,0
CZ6181,0
SC2166,0
3U8004,0
TR180,0
QW9833,0
EU2943,0
CA8578,3876
UQ3543,0
ZH9755,0
CA868,0
9C8659,0
CZ6797,0
SC8789,0
CA8682,16476
HU7869,9874
MU6550,0
MU9721,0
SC4658,0
MF8070,0
KN2815,0
3U6764,5122
MF8625,0
MF8482,12812
CA1531,0
BK2779,0
MU5178,0
ZH9713,0
CZ3930,0
MU546,0
JD5765,0
MU2073,0
MU6011,0
MU2558,0
MU5845,18188
EU2236,1368
CZ3376,12913
CZ2842,0
MU272,0
TV9997,0
MU5667,0
CZ5361,0
9C6859,0
3U8953,0
GX8873,0
MU6446,0
MU6222,0
CA4595,0
CX983,0
QW6217,0
HO2102,0
GS7562,0
KY3210,0
EU2249,0
G54083,0
GX8832,0
HO1072,0
QW6047,0
MU9455,0
MU5468,3217
FM9091,0
CA8144,0
MU5459,0
MU2388,0
JD5316,0
3U6754,0
HU7289,0
SC1195,6340
SC4846,0
CZ694Z,0
JD5895,0
ZH9138,0
SC8850,0
MU5601,0
PN6231,0
SC2176,0
SC7614,0
3U6517,8066
MU2507,0
9C6771,0
MU6138,0
9C6823,0
NH903,0
ZH8430,0
MU2141,0
CA1688,0
HU758,0
9C6481,0
MU6443,0
3U3185,2686
MF8601,0
JD5692,0
CZ5897,17649
MU2732,0
CA1603,0
MU2250,0
MU6643,0
MF8613,0
3U8630,0
CA1949,0
CZ3550,0
MU2930,0
9C6313,0
3U3714,0
CZ642T,8539
MU2085,0
MF8786,0
MU5021,0
KN6611,0
3U6990,0
9C8845,0
MU5169,0
GY7177,0
TV9868,0
SC2207,0
ZH9758,0
CA1896,0
CZ6657,0
CZ6271,0
ZH9338,0
KE846,0
TV997V,0
9C6737,0
MU2233,0
3U3909,0
CA8129,0
EU2761,0
KR9737,0
CZ6533,0
G52793,0
DR5028,0
ZH9393,0
GS6609,0
MU6540,0
HO1124,12105
ZH9103,0
CX348,0
MU5805,0
Y87533,0
MU521,0
MU2136,0
PN6221,0
SC8833,10619
CZ5119,17084
QW6105,0
GJ8567,0
HU7426,0
DR6534,0
LT6613,0
9C8883,0
NS3234,0
CA1790,0
MF8261,0
9C8527,8243
CA8952,0
HU7637,0
JD5981,0
CZ3301,0
SC2191,0
CA8203,0
EU1969,0
ZH8776,0
CZ8704,0
CZ3268,5426
RY6642,0
HU7892,0
CA4562,0
FM9353,0
MU2969,0
9C6137,0
CZ3061,0
MF8528,0
CZ6111,0
GX8953,0
HU7805,15689
MU2739,0
SC8826,0
KN2306,0
CA1900,0
CZ3086,0
HU6135,5279
CZ6129,16798
RY8924,4812
HU7175,8462
CZ340,0
KN5756,0
EU2210,0
GJ8118,0
MF8041,0
HU7155,0
MU205,0
TR114,0
CZ3883,0
ZH9361,0
G54771,0
PN6319,0
ZH9934,0
MU2184,0
CZ6385,0
MU9930,5959
8L9741,0
EU2742,0
3U8547,0
9C8752,0
CZ3270,0
SC8721,0
EU2271,12393
CZ8678,0
CZ3397,6630
JD5228,0
CZ3790,0
CA1651,0
QF129,0
JD5144,0
TR174,0
HO1687,0
KE125,0
MU5545,0
HU7768,0
CZ2747,0
MU5741,4270
CA4539,0
MU9664,0
CA9708,14139
CA4520,0
CZ316,0
MU6869,17361
HU7833,0
MU2754,0
EU1941,0
MU2872,0
HU7693,0
CA1901,0
G54262,0
3U8287,0
DR6541,0
3U3901,0
KN2671,0
CZ8767,0
RY6665,0
TV6042,17816
CA1142,0
9C6551,0
CA137,0
SC2287,0
BK2736,0
CZ3498,235
HO1580,0
TV9850,0
ZH9825,0
ZH9404,0
CZ3705,13961
CZ5319,0
CA9802,0
GS6682,0
CA739,0
CZ6305,0
KY3206,0
3U8026,0
SC2323,0
HU7394,0
MU2733,0
CA4046,0
3U8235,0
3U6956,0
HO1911,0
CZ6857,0
CZ5546,0
SC2321,0
MU2244,0
ZH9608,0
MU9731,0
RY8923,0
MF8364,0
GX7870,0
ZH9237,0
FM9540,0
9C6196,0
GS7685,0
TV9896,0
HO2111,0
KE2256,0
DR5015,0
UQ3531,0
9C6476,2984
ZH8384,0
UA888,0
CZ2304,0
KY8225,8620
MU2430,0
CZ6323,1237
CA9702,0
9C6977,0
MF876T,0
9C7501,0
CZ5378,0
KN5501,0
SC7634,5743
CX356,0
CZ3876,0
JD5335,0
CA2912,0
MU2182,0
9C8923,0
MU6627,16729
FU6530,0
HU7679,0
FU6593,0
CZ5729,7839
DZ6247,0
SC4838,0
QW6129,9041
GS7535,0
CA2678,0
CN7670,0
G52910,0
PN6247,0
GS7791,0
MU789,2954
KN2828,0
CZ3129,0
JD480,0
MU5427,0
CZ2459,0
MU6524,0
KE101,0
9C8556,0
MU6415,0
ZH8848,0
ZH9874,5735
3U8746,0
HO1721,2371
HU7226,0
EU2746,0
MU5059,16819
9C8908,0
GS7437,0
FM9356,0
SC4683,0
MU6950,0
CA4507,0
MU5336,0
MF8043,0
CA8616,0
MU5288,0
SC2331,0
MU6432,0
TV9921,0
MU2982,3809
MU5391,0
FM9563,0
KY8239,0
EU1895,0
MU2193,0
QW619X,0
MU525,0
MU7618,0
CZ6196,0
MF8965,0
CA4413,0
DZ6229,0
HU6141,0
QW6009,0
SC4731,0
GS6504,0
VN530,0
JD5915,0
MU6821,0
CZ5258,0
JD5857,0
JD5755,0
KN5707,0
SC8845,0
MU2262,0
KN2862,0
MU9941,0
MU5399,0
NH929,0
A67277,0
HO1132,0
9C8919,0
MF8530,0
MU5425,2571
MU2876,0
CA8139,0
CZ5132,0
G52827,0
FM9393,0
BA168,15803
GS7901,0
CA4036,0
SC4603,0
CA8612,0
HU7770,0
GJ8007,0
CZ3785,0
AQ1161,0
G52901,0
9C8754,0
HU7097,0
CA807,17227
CZ5800,0
AQ1033,0
PN6394,0
KY828R,0
TV6072,0
CA1454,0
SC8859,0
CA1744,0
MU9766,0
FM817,0
CA1399,0
GS7402,6905
MU5978,0
CA1505,11848
ZH9273,0
CZ3722,0
MU2217,0
3U8726,0
MU5181,0
CZ6755,0
TV9842,0
3U6336,0
CA8185,0
ZH9695,0
MU2637,0
MF8275,0
EU1936,0
NH969,0
MU6448,7489
3U6862,0
FM9069,0
SC888X,0
CZ2277,0
CA1809,0
CZ3599,0
GY7146,0
GJ8888,0
MU203,0
9C8832,13812
MF8193,0
MU6453,0
MF8165,0
TV9869,0
CA1321,0
BK2797,0
TV9814,0
EU2947,0
MU7625,0
ZH8605,0
PN6316,0
FM9304,8332
EU2793,0
BK3107,0
3U8250,0
B7511,0
ZH8290,0
CZ3978,0
3U8912,0
3U8640,0
Y87522,3972
CZ3070,0
SC8042,0
SC4602,0
CZ6913,0
CA4040,0
CA1404,0
VS251,0
FM9368,0
HU7250,0
FU6592,0
ZH9442,0
FM9071,0
G54023,9388
EU2414,0
CZ6971,0
3U3209,0
KN5870,0
HU762V,0
OZ338,0
CZ8589,0
MF8402,0
HU7866,0
CA4317,11259
ZH9317,0
HO2011,0
3U6356,0
HU7515,0
CZ8535,0
CA819R,0
MU6908,0
CZ3629,0
KN5822,0
GS7613,0
QW9854,0
CA4172,0
8L9727,0
CZ3592,7688
RY8902,0
MU5649,0
HU7613,0
TV6046,5469
CZ3910,0
GS7527,15505
ZH9879,0
MU5695,13009
FM9366,0
CZ3466,0
CA2862,5088
HO2004,12774
GJ8909,0
MU6410,0
RY6666,0
NS8008,0
CZ3844,5590
ZH8210,11692
MU2708,0
CZ2789,0
MU6538,0
MF8319,0
CA2537,0
HU7527,0
DR5351,0
MU2785,0
8L9657,0
ZH9638,0
NS8020,0
CA8635,0
CZ3410,0
3U3243,0
MU5462,0
CZ5951,0
HU7520,0
MU5890,0
CA1457,0
MU6775,0
