Flight Index,Delay (seconds)
8L9680,0
MU5338,0
EU2218,0
MU2428,0
MF8090,4466
ZH9023,0
SC8002,0
CZ5840,16119
9D5667,0
HU6116,0
SC4943,14104
MU2926,0
MF8071,0
GS6639,0
ZH9673,0
MU7739,0
TW686,0
CA1282,0
CZ6970,0
9C8861,0
BR708,0
8L9798,0
GS7476,0
3U6962,7849
CZ3474,0
MU591,0
CZ8701,0
MU5698,0
ZH8567,0
CZ2270,0
SC4874,0
MU2010,0
A67231,0
GJ8153,4476
9C7075,0
9H6016,0
GJ8629,0
KY8221,0
MU6557,0
SC8707,0
CA4135,1626
NS8038,0
FM9486,3351
KY8321,0
MF8413,14366
SU221,0
CZ3524,0
MU2679,0
JD5138,0
3U6988,0
CA8572,0
ZH8530,0
MU9610,0
EU274T,0
MU5664,0
ZH8981,0
8L9507,0
CZ3797,0
3U8468,12858
MF839X,15405
OZ352,0
OZ302,0
JD5830,0
CZ5846,0
ZH8063,8157
KN5869,0
GY7116,0
MF8081,0
HU7606,0
MU5844,0
MU9703,0
LT1304,6830
JD5627,0
MU6839,0
CZ5851,0
OZ362,0
GS7887,0
CZ3778,18008
CA1394,0
MU9655,0
CZ6586,0
CA8174,0
MU2990,0
CZ3652,0
FM9380,0
MU6682,14226
MU5396,0
CZ3458,0
AK157,0
CA1568,7965
CZ3202,1376
9H8466,0
CA4378,0
HU7636,0
LX189,0
3U8752,0
CZ3892,0
SC8710,0
CZ3583,0
GS6676,0
MU2654,0
CZ3674,0
CZ6187,11649
ZH8675,0
CA2760,0
EU2244,0
CA4566,7624
FM9124,0
OM224,0
CZ6981,0
MF8949,0
CZ8693,0
CZ3126,0
3U3171,12378
GX2019,0
MU5303,1293
CA935,0
3U8732,0
CZ5804,0
KN5125,0
ZH8021,0
ZH9860,0
LT1331,0
CZ6238,0
GS6460,0
PR335,0
ZH9129,0
MU9624,0
DR5080,5079
ZH8514,0
ZH8947,0
HU7322,0
ZH9126,0
7C8702,0
CZ5125,0
GS7895,0
ZH9942,0
CZ5756,0
CA1847,0
ZH9422,0
MF8314,0
CA1470,17660
MU6560,0
CZ6390,0
CZ6429,0
HO1882,0
CA1894,0
CZ5780,0
CA419,0
MU2335,0
MU6831,2184
HX453,4252
MU2684,0
HU7434,3507
MU891,0
CZ3169,12733
MF8152,0
ZH9031,0
KN5532,0
CA1315,0
GJ8864,0
CZ8823,0
ZH9912,6839
GX8811,0
EU1847,0
OZ304,0
HO1698,0
FM9396,0
MU6365,0
EU2292,0
SL948,0
GJ8877,0
3U6933,0
CA717,8710
CA1508,0
MF8035,0
9D5661,0
MU5369,7074
9C8918,0
GS6468,7569
MU6328,0
CZ6222,0
8L9658,0
3U8990,0
RY8962,0
KN5668,0
CZ686,0
G52783,0
MU5290,11729
CZ3522,0
HU7806,0
MU9571,0
CZ3362,5911
CZ3279,0
HU7940,0
ZH8301,0
HO1551,0
7C8502,0
MF8156,0
GJ8651,0
GS6645,0
CA4306,0
MF8205,0
3U3318,0
MF8232,0
HU7824,0
QW6204,0
CA2846,0
TV9916,0
GX8929,0
HO1056,0
MU9926,0
CZ8684,0
3U3457,0
MU7620,0
CZ2740,1135
GX8853,0
MU646R,0
MU6495,0
3U8884,0
KN5831,0
CZ662,0
CA857,0
HU7697,0
MU5280,9042
MU5926,0
G52848,0
SC2231,0
GT1014,0
MF8022,15085
CZ6199,0
CZ3196,12028
NS3312,0
CA2604,0
MF8610,0
ZH9794,0
9C6854,0
SC4951,0
CZ3799,0
8L9919,10639
MF8370,0
PN6293,0
3U3343,0
HU7453,0
HU7120,0
FU6721,0
MU2155,0
JD5525,0
8L9553,0
NS3318,0
BK2763,1832
ZH9502,0
CZ8856,0
CA8504,0
HU7862,0
9C8837,0
HU7992,7429
NS3225,0
MU2424,0
G52876,0
JD619,0
MU2828,0
HO1140,17182
G52924,17692
3U3366,0
DR6575,0
CZ3290,0
AQ1509,0
MF8508,0
MU5409,0
CA2553,0
CZ6009,0
PN6396,0
MU5529,14153
JD5795,0
CA968,0
GS6463,2704
8L9502,0
CA8586,0
MU6522,0
MU2292,0
SC2136,0
MU6554,0
HU7798,0
CZ3984,0
KN5915,0
9C6294,0
GJ8123,0
KE894,0
3U8787,0
CZ5417,0
MU2557,0
MU9079,0
3U8070,0
MU6927,0
FM9295,0
Y87502,0
MF8408,13552
CA9664,0
3U6755,0
8L9596,0
CZ3840,0
CA167,9988
CA848,0
MF8229,0
GJ8690,0
CA4148,0
MU722,0
3U8125,0
3U8890,0
EU2261,0
CA8352,0
GS7878,0
KE118,0
9C8876,1787
MF8845,0
CZ6661,0
GX8893,9426
CA4115,3646
HO1990,0
MU2460,0
GS6536,0
MU9670,0
CA4504,0
HU7432,0
9C7536,0
MU9007,0
MF8772,0
CA4516,0
MU2452,0
HU7632,0
EU2853,0
CA4232,0
MU2301,0
CZ8314,0
CA8562,6576
FM833,0
HO1016,0
CZ326,273
MU6706,8890
MU5692,0
HU7164,0
CA1905,0
MU6196,9584
CA2614,0
3U8952,0
G54702,0
MU9735,0
9C6677,0
HO1048,10336
KN5290,0
CZ6169,0
CA1610,6516
CA4544,0
CX937,0
G54109,0
HO1742,8106
JD5601,0
CA1232,0
CX946,0
GY7179,0
CZ3455,11531
ZH9693,0
JD5248,0
GJ8031,0
JD5176,0
MU9789,0
MU2401,8443
GX7882,0
CZ6542,0
GS7426,0
MU6472,18184
SC4733,0
GJ8735,0
FM9470,0
GS7407,0
HU7852,12524
MU6320,0
MF8047,0
MU6645,0
CZ322,0
ZH9474,0
CZ6425,0
MU5505,0
MU2312,0
HO1192,0
NS8024,0
MU2359,4540
MF8404,0
ZH9827,0
SC2293,0
EU1993,17164
MU5212,0
MU2643,0
ZH8380,0
GS7672,0
8L9750,0
HU7793,0
MF888,0
CZ2617,17464
MF8101,0
9C6695,10407
RY8939,0
JD5319,966
SC4872,0
MU6158,0
8L9630,0
CZ3517,0
DR6506,0
3U3347,0
CZ6298,0
CA4062,0
CA1644,0
3U3170,0
MF8834,6053
GY7232,8744
9C6335,0
ZH9996,0
CA1462,0
8L9561,0
CZ3657,2604
CZ5332,0
CZ8229,0
EU2000,0
MU5174,0
MU6568,0
MU5204,0
MU2868,0
HU7457,0
CZ5415,6332
SC1186,0
CA1362,0
3U6611,0
MF8118,0
CA2623,0
AE992,0
JD5306,0
9C6193,0
CZ3858,0
CZ3303,0
CZ6063,0
G54219,0
CZ6724,0
NS3283,0
HU7417,0
8L9632,0
CZ3443,0
FM9372,0
CA8235,0
3U8837,0
CZ6703,0
MU6814,0
GS7607,0
8L9672,0
PN6304,0
HU7073,0
MF8632,0
G54992,3582
3U6994,0
CA8580,0
CA1575,8051
9C8952,0
FM889,0
MU2554,0
CZ666,0
MU6116,0
MU6865,0
CA4410,9541
CZ6513,0
MU2330,0
CZ6174,0
KE897,0
HO1718,0
8L9898,0
GS7465,0
JR1515,0
CZ6314,0
MU747,0
G52661,0
ZH9988,16405
CZ3056,17904
GY7132,13551
MU5007,0
MU5507,14866
CZ8906,0
G52768,0
EU1973,0
MU6265,0
CA4329,0
FM9476,0
CZ3937,0
MU2688,0
FM9333,0
FM9062,3740
G54473,0
CZ6651,0
CZ3911,12585
MF8143,0
SC8816,0
CZ6451,0
MU9927,0
G54445,0
RW609,5599
HO1022,0
MU2409,0
CA2672,0
KY3125,0
MU2812,0
BK3266,0
CZ6767,0
MU2887,0
MU9076,0
KN2319,0
HO1782,0
KN5778,0
Y87508,4311
ZH9522,0
CA4003,8293
HU7208,16306
DZ6206,0
GJ8871,0
MU5643,16169
MF8788,0
MF8324,0
KN5730,0
CA2892,0
3U8622,215
CZ8622,0
HO1019,0
CZ6345,0
HU7763,0
CZ8429,0
MU2874,4858
CZ3537,11436
JD5346,1062
DR5315,0
TV9848,0
GS6643,0
KN5520,0
SC2267,13662
MU2769,0
CA8387,0
CA772,0
CA8624,0
MU5518,0
MU6334,0
CZ6915,0
CA823R,0
3U6773,0
EU1921,0
VZ3694,9807
CA2915,0
CA4212,0
ZH9946,0
ZH9124,0
CZ6289,0
HO1066,15427
EU2227,8992
3U8931,0
CZ5118,0
MU5108,0
GY7112,0
CZ6967,17332
ZH8160,0
GJ8272,0
KN5189,0
CZ2863,0
MU2373,0
CA1752,0
G54259,0
FM9436,0
MF8792,0
MU5322,0
HO1908,0
HO1101,16265
GS7798,0
FM9098,0
MU2144,0
ZH9389,0
CZ8918,0
ZH9416,0
CZ3478,0
MU6726,785
3U3288,0
MU2384,0
FM9559,0
NH965,0
CA1268,0
MU6460,0
9C7517,11457
SC7940,0
G52697,0
3U8293,6592
BK2931,0
ZH9112,0
KN5886,9839
CZ6786,0
KL898,0
PN6220,10921
GX8804,0
CZ3888,0
MU9601,0
3U8072,5755
HU7577,0
CZ8891,0
ZH8969,0
FM9538,0
CA2534,0
SC8858,4448
MU2325,0
CA4402,0
MU5980,0
ZH9565,0
CA1924,0
DZ6309,0
MU5684,0
HO1702,0
MF8841,0
ZH877T,0
MU5762,0
CA827X,0
MU9069,0
SC4924,0
CZ3050,0
SC4885,0
CZ2607,0
MU5381,0
GJ8699,0
EU2939,0
3U8472,12295
MF8541,0
3U3298,0
MU2506,0
3U6958,0
CA902,0
HU7039,0
CZ3097,0
CZ6217,0
MU5865,0
MU9769,13561
HO1246,7787
CZ6235,0
FM9125,0
GS7656,0
CZ2833,0
3U8703,0
KN5561,0
CA2826,6622
MF880,0
CZ6459,0
MF8716,15815
MU6349,0
9C8836,0
3U6712,0
HU7038,0
CZ6957,0
SC4969,0
CZ6232,0
CA1406,0
MU9674,16913
MU6732,0
GS6560,1197
JD5225,0
KE855,0
CZ6109,0
HU706U,1442
MF8871,0
CZ6771,0
ZH9252,15298
HO1716,0
MU507,10239
CZ6604,10228
CZ3860,0
HO1290,0
MU5495,0
CA2674,0
EU2283,0
ZH8996,0
HU7705,0
CZ5134,0
3U8609,0
HO1856,18337
AK142,0
ZH9135,0
CZ336,0
KE832,0
KE2202,9282
3U3866,0
SC4883,0
CA8554,0
CZ3392,0
9H6008,0
HU7486,950
G54330,0
G54771,0
CZ6511,1762
HO1211,12842
GS6465,0
KN5222,0
CZ8711,0
HX208,0
DR5334,0
3U6732,0
EU2411,0
MU2344,0
CZ3655,0
FM9429,0
FM9213,0
JD5689,0
CA1313,0
FM9251,0
CZ2682,15344
HU7465,10170
G54122,0
QW6013,0
EU2245,0
ZH9710,0
SU205,0
MU2715,0
CZ3670,0
9C7395,0
GS6507,0
GJ8122,0
GJ8801,0
CA720,0
HU7408,0
MU5154,0
EK308,15575
CA4202,15684
MU6857,0
MU5624,0
EU1878,0
KN2261,0
CZ2806,3372
3U3233,0
UQ3528,0
9C7128,18223
CX363,0
9C6201,0
MU9083,0
CZ6609,0
CA1207,0
CA2854,0
3U6976,0
CZ2836,0
CA8108,0
CZ3570,0
CA4524,0
JD5188,0
GS744U,0
AK127,0
CZ6693,0
CA1940,0
9C8971,0
FM9410,0
LH721,15945
ZH9703,15168
CZ8881,0
CA1627,14588
MU2972,0
MU550,0
MU6919,3563
CZ3222,0
CA8666,0
CA1557,0
MF8473,0
MU2744,0
MU2625,7130
SC8408,0
CZ5652,0
CZ3124,0
CZ6885,0
MF8051,4807
MU2714,0
SC4979,0
G54676,0
CZ5860,0
CA1354,0
KE107,0
HO1673,0
HU7274,0
DL281,0
GY7186,0
KY3091,0
9C6136,0
CA2607,0
3U8424,0
HO1857,0
MU5489,0
MU5107,0
G54305,0
CZ3463,0
GJ8795,0
G52927,17985
MU6880,0
3U8692,18351
GY7250,0
CZ6744,0
MU5337,0
KN5918,0
CZ6336,0
HO1218,0
MU586,0
ZH8733,0
HU7523,0
EU6666,0
PR356,0
MU2908,0
MU9949,0
NX2,0
CZ3743,0
G54042,0
9C6661,0
MU2195,0
CA1778,0
CA1209,0
CZ6347,2350
3U8694,0
ZH9066,15948
MF8050,0
CA8508,0
GS7531,4496
ZH9286,0
CA1712,0
MU6256,0
MU5665,0
CZ6640,0
HO1146,0
TV6083,0
3U8042,0
EU2844,0
FM9442,0
MU2104,0
FD557,0
LT6619,0
MF8780,0
CA4472,0
EU1869,0
9C8858,0
CA1233,0
CA8629,0
3U6582,0
MU5726,0
HO1133,0
CZ3482,0
MU2821,15778
HU7278,0
EU2703,17249
MU5880,0
GX7894,0
CZ6267,0
CA8904,0
HU7331,2898
GS6610,0
G5481Z,0
FM9474,0
CZ2443,0
KY8280,0
HU7162,0
CA1511,0
9C8672,0
FM9220,0
CZ3613,0
CA9620,14877
MU2694,0
MU716,0
CZ6875,0
MU766,0
JD5178,0
CZ6165,0
MU5224,0
ZH8300,9963
NS3220,0
ZH9568,0
MU5732,15504
9C8570,0
HU7627,0
CX959,0
CZ6925,0
HU7429,0
KN2820,15884
CA1760,16567
CZ6317,9104
CZ3255,0
CA8510,0
MU6390,0
CZ3432,0
VS250,0
CX355,0
CA8333,0
MF8316,0
KN2375,0
MF8567,0
8L9846,0
MU9894,0
HU7745,0
CZ6260,0
MF8227,0
TV9881,2765
MU6118,0
MF8446,0
3U3321,0
ZH9840,0
CZ6624,0
EU1841,0
MU6644,0
CA9662,0
NX226,0
MF8068,0
CA1599,0
CA9614,0
MU5847,8663
CA1792,0
3U6484,5491
HO1036,0
MU738,0
HO1737,0
CA2906,0
CA908,0
9C6366,0
CA4537,0
CA1422,0
9C6273,0
CA8326,0
MU6850,0
PN6553,0
CX977,0
MU6975,0
CA1833,0
MU6354,0
ZH9504,0
GS6683,17409
MU6837,0
EU2825,0
MU6282,0
3U3416,0
CA8520,0
MU5196,0
GS6533,0
GY7188,12817
MU9798,0
CZ8880,0
HO1007,0
MU502,0
CZ3516,0
MF8520,0
LH729,0
CA2602,0
SC4842,0
SC4763,277
MU5613,0
AQ1552,3201
MF8107,0
MF8472,0
ZH9627,0
HU7898,0
MU580,0
CA4532,3012
MF8656,7104
EU1863,0
MF8248,0
CA962,0
CZ5348,4256
MU6547,0
HU7687,0
PN6248,0
9C8999,0
MU5044,0
MU2159,6037
8L9888,0
MU6696,0
GJ6033,0
EU2713,0
MU2215,0
EU1857,0
OZ339,0
3U8942,0
MU5236,0
CZ3804,0
MU5429,0
ZH9747,2044
SC8424,0
9C8662,0
HU7401,8672
CA4338,0
3U8906,6575
CZ3402,0
CA1711,0
HO1163,0
3U8924,14131
GY7264,0
HU7461,0
CZ2216,0
CZ3702,0
QW6051,2389
TV9839,8211
MU5465,0
3U8766,16308
DR6542,28
MU7390,0
CZ8956,0
G54336,0
MU2524,0
ZH9457,0
CZ6546,0
SL964,0
HU7203,0
MU2702,0
CA150,0
G52768,0
SC4850,0
CZ8596,0
MU2637,0
TV9827,15796
CA4554,17540
MU5884,0
SC4727,0
CA1107,0
BK3015,0
MU5621,0
DZ6214,0
GX8808,17518
CA8123,0
ZH8174,0
HO1172,0
JD5528,0
CZ3976,0
MU2206,0
CA1825,0
MF8593,0
ZH9892,0
FM9346,0
CA8954,0
DZ6237,11772
CZ2688,0
9C6895,0
JD5175,0
MF8453,0
MU6120,831
CZ8356,0
MF8270,0
MU5575,0
MU5886,17712
AQ1152,0
FU6725,0
DZ6369,0
3U3193,0
CZ6658,0
CA2720,11117
CZ3176,1402
SC8404,0
HU7301,0
NS3241,0
MU5275,0
MU709,0
G52738,0
MU554,0
ZH9600,0
TV9870,0
MU5525,4639
CZ3759,0
3U3345,1500
SC7605,0
MF8406,0
3K818,1637
MU5479,0
FM9212,0
MU6450,5593
CZ3307,0
MU2150,3484
MU6306,7227
MU2270,6640
9C8590,0
8L9964,0
CZ8830,0
CZ3411,0
PN6222,0
CZ3103,0
FM9561,0
HU7279,6987
MU9858,0
CA8542,0
MU5792,0
G52787,4628
CA4571,0
MU5811,0
ZH8978,0
JD5549,0
CZ8972,0
MU235,0
CZ3771,12325
CZ3633,0
FM9358,15956
CZ6705,236
CZ6675,0
OZ333,9297
MU2538,0
3U8783,0
CZ8765,0
HO1090,0
B7512,0
NS8062,0
MU2007,0
HU7259,0
MF8059,0
GS7601,0
ZH9530,5898
MU9778,0
MU5442,0
KE138,9869
MU2157,0
CZ5869,7721
CZ6130,0
3U6846,0
MU6656,0
MU2368,0
CZ373,0
9C8708,0
ZH8983,0
CA1127,0
CA1223,0
SC8039,0
KN5826,3692
CA1390,0
3U6772,0
MU9045,0
CZ6162,0
G54494,0
KY8234,0
CA2502,11933
CZ5702,0
8L9742,0
DR6591,0
CZ5120,0
GJ8297,0
EU2287,1718
ZH8335,0
GS7477,0
EU2866,0
G52710,0
GS744T,7710
CZ6326,0
CA4564,0
MF8470,0
G54302,0
CZ6997,0
CZ6700,0
CA2639,0
HU7090,0
CZ3092,13519
HO1102,0
MU5647,0
PR336,0
CZ6247,0
QW6135,0
MU6624,0
EU2770,14909
MU5903,0
A67225,0
CZ2748,0
3U8284,0
EU2733,0
HO1228,0
CZ2765,0
CZ5946,1954
JD5259,0
HU7237,15254
3U8030,0
EU1829,0
3U6795,0
CZ3821,0
CZ2632,0
3U3712,0
MU5901,0
CA8191,0
MF854,0
CZ2691,0
MF8114,0
CZ6234,17097
HU7116,0
FU6526,0
CA2768,0
CA1533,0
HU7068,0
CZ3447,0
MU2676,0
GJ8645,0
MF897,0
NX171,0
CZ3873,0
HU7567,0
MU5766,166
KN2827,0
CZ3792,15422
MF804,0
MU2469,0
CZ8286,0
CZ6866,0
ZH9222,0
CA2526,0
A67178,16229
CZ6853,0
BX338,0
NS3503,13324
CZ6258,0
9H8432,9692
MU2806,0
FM9160,0
MU2179,9988
CA1319,0
RY8930,0
KN5911,0
CZ6843,0
G52810,0
MU5656,0
CZ6412,13282
MU9543,0
DZ6282,0
CZ6908,0
NS3298,0
CZ3688,2316
FM9231,0
UQ2553,0
CZ3964,0
GS7994,0
QW6031,0
9C6719,0
GS7686,0
MU2230,0
CZ6728,0
HU7653,0
SC8808,0
TV6012,0
KY3115,0
CA8320,0
CA8185,0
8L9953,0
G54055,12548
MU5610,0
CZ6518,0
CZ3480,0
MF8296,0
3U3186,0
KY3135,6708
GS7823,10974
ZH9626,0
3U8215,15679
MU5109,0
MU9089,0
MU7388,0
EU2943,0
MU6383,0
CZ6573,0
DZ6242,0
MF8219,0
GX8915,0
CZ6555,0
CZ3219,12216
CZ6157,0
HU7158,0
CX960,0
FM802,17429
MU2935,0
CZ3768,0
FM9464,0
CZ3554,0
RY6683,0
GJ8551,0
GJ8920,0
MU5807,0
MU2154,15003
CZ6490,12801
CA855,0
FM9347,0
SC8838,0
CZ8277,9042
MU6461,4848
CZ6951,0
GJ8981,0
MU6296,0
CA950,0
MU7639,0
HO1179,0
CA4396,0
HO1789,11360
CZ6588,0
GJ8200,0
GJ8830,6195
CZ6515,7612
HO1129,0
MF8736,0
G52633,0
TV9892,0
SC4800,0
CA1418,0
GJ8211,0
CA915,0
HU7072,0
MU267,0
HU7502,0
MU6736,0
MU9037,0
MF8121,0
MU5802,0
CA1253,0
MF8074,0
CZ8841,0
MU5721,0
FM9308,9318
CZ8930,0
MU2641,0
G54090,0
9C7039,0
AQ1332,0
CZ6309,0
SC1157,0
CZ5867,0
GY7259,0
CA2917,0
CA195,0
CZ3453,10375
FM9230,0
KN2815,0
ZH9223,0
GJ8160,0
CA1432,0
CZ6220,0
CA1219,0
MF8331,14694
IJ102,0
CZ2769,0
JR1551,0
TV9954,0
G52926,0
EU1886,0
CA1818,15009
9C8898,0
CZ2817,0
CA8532,0
9C8553,0
CA4550,0
CA876,0
CZ616,0
MU6304,0
TV6023,0
8L9618,0
PN6419,0
SC4678,0
3U8572,0
CX952,0
CA1840,0
ZH8663,0
ZH9105,15695
MU6512,0
ZH8422,18053
JD5896,812
EU2773,0
CZ3741,0
CZ3539,0
G54617,1803
MU9759,0
BK3147,0
CZ2630,0
MU6620,0
NS3268,0
PN6350,0
CZ8226,14596
3U6693,0
JD5564,0
JD5388,0
ZH9729,0
Y87519,0
FM9310,0
DR5346,0
TV6075,11831
MU6734,0
FU6661,0
CA4405,0
GS7614,0
AQ1554,11302
NS3224,0
MU2725,0
OZ349,0
CZ8958,14556
CA1814,0
MU2906,0
CA4012,0
3U3349,0
JD5207,0
FM9362,0
CZ6619,0
HO1032,0
3U3201,0
CZ3535,0
MF8466,9936
MU2664,0
8L9612,0
HU7562,0
8L9966,12313
FM9445,13417
MU5702,0
NS3335,0
KN5795,0
FM9208,0
CA2852,0
CZ6931,0
HU7835,0
ZH9335,0
HU7132,0
CZ3496,0
CA8114,0
9C7669,0
MU6944,0
MU6342,0
CA8115,0
CA9629,0
ZH895R,0
MU2108,0
3U3958,0
MF811,0
HO1208,0
DR5065,9426
CZ8105,0
MU2210,0
MU5205,0
MU5256,0
ZH8650,9083
NS3328,0
CZ6059,0
JD5560,0
HO1621,0
VN506,0
SC4610,0
MU771,0
MU503,0
SC1195,0
9C6907,0
AQ1331,0
KY8254,0
GJ8032,8504
CA2834,0
CA1604,10475
KE869,0
CZ3348,0
ZH8502,0
MU6591,11834
3U8043,0
ZH9142,0
CZ682,0
MU202,0
CZ6709,0
SC8403,0
FD571,0
MU5215,0
SC2319,0
HU7692,5476
ZH9380,0
ZH9545,0
UQ3506,0
MU2137,0
CA8528,0
KY8206,0
MU5339,0
MU512,11522
3U3049,0
HO1120,16979
HO1262,0
ZH9902,0
CA1657,0
MU6271,0
ZH9878,0
MF8596,0
CA4276,0
MU2040,0
9C6306,0
CA1370,0
CZ6823,0
HU7785,0
CA2734,0
CZ6630,0
CA172,0
CZ6537,0
MU9727,0
3U6598,0
ZH8670,4300
UQ3563,0
NX198,0
SC1170,0
AQ1169,0
G54424,0
MU6691,0
ZH9405,0
GX8930,0
9C6824,0
MU2685,0
FM9483,3886
UA857,0
9C8985,0
UQ2521,7424
8L9731,0
HO2010,0
HU7542,0
HU7732,0
CA2714,0
CZ303,616
3U8982,0
8L9666,0
DR5360,3532
CA8689,16825
FU6717,0
SC8733,0
SC1198,0
CZ6457,9884
9C6987,0
3U3128,0
MF8394,0
ZH8534,0
3U6941,0
CA105,0
EU2784,0
GS6596,0
KN5526,9089
ZH8319,0
GS7882,0
GJ8547,0
HO1719,0
GS7916,0
ZH8742,0
MU787,0
NS8077,458
CZ2772,0
CA8142,0
GJ8822,0
CZ6245,0
MF8928,0
KE806,3233
CI512,0
CZ6883,0
ZH9258,0
PN6374,0
GS7870,0
MU2334,0
CA1239,0
GJ8673,11626
9C8514,0
CZ314,0
MU5428,0
CZ6572,0
VJ5214,0
CZ5808,0
CZ2609,0
MU9726,0
MU5602,0
GX2046,0
GY7102,0
HU7267,0
AQ1115,16177
CA1271,9293
MU590,0
CZ3047,0
3U6616,0
SC8892,0
CZ6322,0
PN6271,0
MF8386,0
ZH8980,0
FU6617,0
HX237,0
NS8052,0
HU7052,0
CZ8902,0
HO1093,16110
MF8045,0
SC2112,0
KN5810,0
CA4320,0
SC4092,12937
MU6860,0
CZ2052,0
HU7872,5528
KL896,6523
CZ5975,0
DZ6211,0
CA1538,0
CZ8047,13916
SC7646,0
BK3115,0
MU5243,0
KN5916,0
CZ6471,0
CA1788,0
MU6651,0
CZ6577,0
MU9010,0
CA2508,0
RY8968,0
EU2755,0
CZ3622,0
KN5991,0
G54352,8214
BK3009,0
EU2947,0
MU6224,0
MU287,1731
QW6061,0
ZH9394,0
CA1487,5868
QW6177,0
CZ6543,0
EU1811,0
G54870,0
MF8782,2507
CA2922,0
8L9998,0
3U8198,0
CA4385,0
EU2272,0
MU5410,0
CA4332,0
SC2121,0
MU6274,0
CZ2808,0
SC4941,1035
KY8268,0
FM9112,0
GJ6073,14749
8L9880,0
ZH9645,0
HU7467,0
CZ6596,18240
CZ6504,0
SC4613,0
FM9457,0
CZ6754,0
CZ3039,0
HO1057,0
CA1649,0
MF8770,0
CZ6230,0
MU6413,0
SC2273,0
CZ8968,0
MU6657,0
9C6140,0
9D5665,0
MU2412,8630
MU5788,0
HU7053,0
CA1907,0
GS7695,0
HO1334,0
K6897,0
NS3242,1478
HU7838,12006
HU7648,0
NH974,0
3U8634,11182
TV9984,0
MU2397,0
CA4132,0
CA1837,0
CA4114,8002
ZH9824,0
LT8887,0
CZ8696,0
NS3211,0
CZ573S,9991
MU6475,5563
KN2835,10686
MU2954,13843
MF8341,0
HU7477,0
GJ8723,0
MF8492,0
MU5033,0
MU5597,0
CZ6965,0
PN6288,0
CZ3320,0
MU5867,0
CZ392Z,6747
ZH9972,0
MU2105,0
CA1686,0
GS7523,0
CA1652,0
GJ8271,0
3U3259,0
3U3902,0
SC2201,0
CA4505,0
LT6659,0
SC8714,0
JD5834,0
HU7427,13173
BK2727,0
GJ8994,0
JD606,0
MU5825,0
CZ5828,0
CZ6495,0
3U6968,0
MF382,0
CZ6692,0
MU6385,0
CZ6123,0
MU9710,9890
HU6020,0
SC1174,0
CZ3814,0
CA4014,0
3U6635,0
HO1931,0
MF8366,0
MU9672,0
CZ6323,0
MU5082,0
PN6218,0
CA4102,0
DZ6299,0
CZ3506,0
CZ6631,0
HU7725,0
9C7491,0
CA2864,0
MU2920,0
CZ8465,0
CZ6557,0
MU5365,0
CZ3520,0
MF8140,0
CZ3081,6574
MU5437,0
CA2700,4930
G54013,0
HU7095,0
GJ869R,0
GS7791,0
CZ5128,0
CZ6273,0
CA2662,0
SC8878,0
CZ3690,0
MU6958,0
UQ2567,0
NS3608,0
CA9611,0
MU5072,0
TV9995,907
G52661,0
CA1377,0
CA1502,0
A67147,0
HO1178,0
BK2994,0
MU245,5221
MU5054,0
QW6215,9102
CA4138,0
JD5858,0
NX162,0
MU5189,0
BK2958,0
MU5282,2750
CA1781,0
CA9676,0
MU2597,13336
SC8879,0
CZ6183,0
9C6704,0
HO1992,0
AQ1521,0
MF8124,0
MU2263,0
CZ2724,0
NX5,0
A67211,17211
FM9088,0
CZ6088,0
PN6270,0
EU2860,10269
SC4910,0
MF8116,0
HU7341,0
MU5056,0
FM9492,0
MU2218,0
CZ8857,5739
JD5740,0
9C6317,0
CA1360,0
CA1742,0
ZH8370,17480
CZ6147,0
CZ6580,0
CA2814,0
MF8083,0
3U8214,0
NX128,0
FM895,0
8L9564,0
ZH8974,0
EU2723,0
MU5259,0
MU5705,1140
HO1632,0
CA1490,0
CI201,0
MU9700,0
CZ6815,0
KE812,0
9C8702,0
MU2720,0
MF8396,0
MU2810,0
CA4593,0
IJ253,7745
8L9524,0
3U6425,0
ZH9653,0
FM838,0
ZH8960,0
CZ5130,0
HU7560,7715
HO1378,0
CA1252,0
AQ1322,0
MU728,0
ZH9629,0
CZ3932,0
OZ370,0
MU9729,0
ZH9208,0
HU492,16111
MF8448,0
CA1806,0
KY3216,0
CZ6206,0
QW9859,0
MU6451,0
HO2214,0
9C8764,0
KN5718,0
TV9979,0
MF8265,0
GX8960,0
CA1842,0
MF8086,0
KE828,1707
MF802,0
HU7335,0
MU2583,0
GJ8051,0
CZ358,6556
NS3204,0
MU562,0
CZ5184,5171
KN5808,0
DZ6302,0
MF8032,0
BX322,0
QW6097,13445
CZ3733,0
ZH8308,0
MU5411,0
GJ8885,0
CZ3206,0
MU7742,0
HU7384,0
CN7160,0
ZH9443,0
QW6007,0
NS8022,0
SC2399,0
UQ2642,0
CA2685,0
CZ6023,0
ZH9278,0
MU2351,0
CA1391,0
MU5775,0
HO1310,0
CZ3102,0
BA169,0
MU5234,0
TV9927,0
AQ1532,0
MF8862,0
MU2393,0
3U3314,12056
CA726,0
MU5042,0
MU6378,17230
CA1237,0
PN6340,0
3U8038,0
CA1592,0
ZH8248,6656
ZH8556,0
CA862,0
G54083,0
KE820,0
CI502,0
MU9015,6770
KN2660,0
MU6348,0
CZ3782,0
CA8204,0
JD5392,0
MF8602,0
SC8735,9509
MU5454,0
CZ3718,0
GS7617,0
MF8493,0
CZ3757,0
G52902,0
